rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,name,position,velocity,effort
1556703677441544653,,121216,,1556702892,444551006,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703677462868742,,121217,,1556702892,494921545,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703677512998879,,121218,,1556702892,543878336,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703677561588776,,121219,,1556702892,593869508,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703677611982158,,121220,,1556702892,643948487,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703677659855825,,121221,,1556702892,693886095,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703677710212731,,121222,,1556702892,742717889,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703677761111839,,121223,,1556702892,793810532,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703677810953103,,121224,,1556702892,842775034,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703677860828011,,121225,,1556702892,892641794,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703677913034263,,121226,,1556702892,944228754,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703677961005324,,121227,,1556702892,994332275,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678011090803,,121228,,1556702893,42891081,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678061116339,,121229,,1556702893,93281477,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678110653307,,121230,,1556702893,143493459,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678161972748,,121231,,1556702893,195090378,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678209491736,,121232,,1556702893,242199457,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678261816382,,121233,,1556702893,294229747,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678312756096,,121234,,1556702893,345558098,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678364384392,,121235,,1556702893,395246110,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678412325132,,121236,,1556702893,443188841,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678461044694,,121237,,1556702893,492905255,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678513814923,,121238,,1556702893,543769658,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678562923407,,121239,,1556702893,595530532,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678616887105,,121240,,1556702893,650598920,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678661796949,,121241,,1556702893,694083348,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678709136222,,121242,,1556702893,743530363,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678759134030,,121243,,1556702893,792337704,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
1556703678809686129,,121244,,1556702893,842292576,'',"[head_1_joint, head_2_joint]","[-0.015184364474999996, 0.09616764167499997]","[0.0, 0.0]","[0.0, 0.0]"
