rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,name,position,velocity,effort
1556703427050318106,,116206,,1556702641,943083310,'',"[head_1_joint, head_2_joint]","[-0.010122909649999998, -0.015184364474999996]","[0.0, 0.0]","[0.0, 0.0]"
1556703427051038547,,116207,,1556702641,992901952,'',"[head_1_joint, head_2_joint]","[-0.010122909649999998, -0.015184364474999996]","[0.0, 0.0]","[0.0, 0.0]"
1556703427051105089,,116208,,1556702642,43196117,'',"[head_1_joint, head_2_joint]","[-0.010122909649999998, -0.015184364474999996]","[0.0, 0.0]","[0.0, 0.0]"
1556703427065340134,,116209,,1556702642,92977193,'',"[head_1_joint, head_2_joint]","[-0.010122909649999998, -0.015184364474999996]","[0.0, 0.0]","[0.0, 0.0]"
1556703427117308673,,116210,,1556702642,142881507,'',"[head_1_joint, head_2_joint]","[-0.010122909649999998, -0.015184364474999996]","[0.0, 0.0]","[0.0, 0.0]"
1556703427166347988,,116211,,1556702642,194568347,'',"[head_1_joint, head_2_joint]","[-0.010122909649999998, -0.015184364474999996]","[0.0, 0.0]","[0.0, 0.0]"
1556703427216825749,,116212,,1556702642,243000722,'',"[head_1_joint, head_2_joint]","[-0.010122909649999998, -0.015184364474999996]","[0.0, 0.0]","[0.0, 0.0]"
1556703427265926190,,116213,,1556702642,293424858,'',"[head_1_joint, head_2_joint]","[-0.010122909649999998, -0.015184364474999996]","[0.0, 0.0]","[0.0, 0.0]"
1556703427315383993,,116214,,1556702642,342661033,'',"[head_1_joint, head_2_joint]","[-0.010122909649999998, -0.015184364474999996]","[0.0, 0.0]","[0.0, 0.0]"
1556703427374522020,,116215,,1556702642,399261701,'',"[head_1_joint, head_2_joint]","[-0.010122909649999998, -0.015184364474999996]","[0.0, 0.0]","[0.0, 0.0]"
1556703427420525767,,116216,,1556702642,444555573,'',"[head_1_joint, head_2_joint]","[-0.010122909649999998, -0.015184364474999996]","[0.0, 0.0]","[0.0, 0.0]"
1556703427474516218,,116217,,1556702642,499698224,'',"[head_1_joint, head_2_joint]","[-0.010122909649999998, -0.015184364474999996]","[0.0, 0.0]","[0.0, 0.0]"
